"sector","herd_size_cattle","herd_size_sheep","Herdsizegoats","animals_live_with_people","farm_fenced","wildlife_interaction","shared_water","breeding_methods","having_vet","buryingAbort","animalFeedAbort","throwingAbort","aborted_animal_fate","new_introduction","brucellosis_awareness","species","Breed","Age","Sex","ELISA_sample"
"Karangazi",106,0,14,"No","Yes","Yes","No","Both methods are used","No","Yes","No","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",106,0,14,"No","Yes","Yes","No","Both methods are used","No","Yes","No","No","Kept in the herd","No","Yes","goat","Exotic","Adult","F","Negative"
"Karangazi",106,0,14,"No","Yes","Yes","No","Both methods are used","No","Yes","No","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",106,0,14,"No","Yes","Yes","No","Both methods are used","No","Yes","No","No","Kept in the herd","No","Yes","cattle","Cross","Young Adult ","F","Negative"
"Karangazi",12,0,0,"No","Yes","No","No","Natural (using bulls)","No","No","Yes","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",12,0,0,"No","Yes","No","No","Natural (using bulls)","No","No","Yes","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",12,0,0,"No","Yes","No","No","Natural (using bulls)","No","No","Yes","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",12,0,0,"No","Yes","No","No","Natural (using bulls)","No","No","Yes","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",12,0,0,"No","Yes","No","No","Natural (using bulls)","No","No","Yes","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",12,0,0,"No","Yes","No","No","Natural (using bulls)","No","No","Yes","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",12,0,0,"No","Yes","No","No","Natural (using bulls)","No","No","Yes","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",80,45,20,"No","Yes","No","No","Artificial insemination","No","No","Yes","No","Kept in the herd","No","Yes","goat","Local","Adult","F","Negative"
"Karangazi",80,45,20,"No","Yes","No","No","Artificial insemination","No","No","Yes","No","Kept in the herd","No","Yes","goat","Local","Adult","F","Negative"
"Karangazi",80,45,20,"No","Yes","No","No","Artificial insemination","No","No","Yes","No","Kept in the herd","No","Yes","goat","Local","Adult","F","Negative"
"Karangazi",80,45,20,"No","Yes","No","No","Artificial insemination","No","No","Yes","No","Kept in the herd","No","Yes","goat","Local","Adult","F","Negative"
"Karangazi",80,45,20,"No","Yes","No","No","Artificial insemination","No","No","Yes","No","Kept in the herd","No","Yes","goat","Local","Adult","F","Negative"
"Karangazi",80,45,20,"No","Yes","No","No","Artificial insemination","No","No","Yes","No","Kept in the herd","No","Yes","cattle","Exotic","Adult","F","Negative"
"Karangazi",80,45,20,"No","Yes","No","No","Artificial insemination","No","No","Yes","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",80,45,20,"No","Yes","No","No","Artificial insemination","No","No","Yes","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",80,45,20,"No","Yes","No","No","Artificial insemination","No","No","Yes","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",80,45,20,"No","Yes","No","No","Artificial insemination","No","No","Yes","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",80,45,20,"No","Yes","No","No","Artificial insemination","No","No","Yes","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",80,45,20,"No","Yes","No","No","Artificial insemination","No","No","Yes","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",80,45,20,"No","Yes","No","No","Artificial insemination","No","No","Yes","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",80,45,20,"No","Yes","No","No","Artificial insemination","No","No","Yes","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",80,45,20,"No","Yes","No","No","Artificial insemination","No","No","Yes","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",80,45,20,"No","Yes","No","No","Artificial insemination","No","No","Yes","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",80,45,20,"No","Yes","No","No","Artificial insemination","No","No","Yes","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",80,45,20,"No","Yes","No","No","Artificial insemination","No","No","Yes","No","Kept in the herd","No","Yes","cattle","Cross","Young Adult ","F","Negative"
"Karangazi",80,45,20,"No","Yes","No","No","Artificial insemination","No","No","Yes","No","Kept in the herd","No","Yes","cattle","Cross","Young Adult ","F","Negative"
"Karangazi",80,45,20,"No","Yes","No","No","Artificial insemination","No","No","Yes","No","Kept in the herd","No","Yes","cattle","Cross","Young Adult ","F","Negative"
"Karangazi",80,45,20,"No","Yes","No","No","Artificial insemination","No","No","Yes","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",80,45,20,"No","Yes","No","No","Artificial insemination","No","No","Yes","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",80,45,20,"No","Yes","No","No","Artificial insemination","No","No","Yes","No","Kept in the herd","No","Yes","sheep","Local","Adult","F","Negative"
"Karangazi",80,45,20,"No","Yes","No","No","Artificial insemination","No","No","Yes","No","Kept in the herd","No","Yes","sheep","Local","Adult","F","Negative"
"Karangazi",80,45,20,"No","Yes","No","No","Artificial insemination","No","No","Yes","No","Kept in the herd","No","Yes","sheep","Local","Young Adult ","F","Negative"
"Karangazi",80,45,20,"No","Yes","No","No","Artificial insemination","No","No","Yes","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",80,45,20,"No","Yes","No","No","Artificial insemination","No","No","Yes","No","Kept in the herd","No","Yes","cattle","Cross","Young Adult ","F","Negative"
"Karangazi",80,45,20,"No","Yes","No","No","Artificial insemination","No","No","Yes","No","Kept in the herd","No","Yes","cattle","Cross","Young Adult ","F","Negative"
"Karangazi",80,45,20,"No","Yes","No","No","Artificial insemination","No","No","Yes","No","Kept in the herd","No","Yes","cattle","Cross","Young Adult ","F","Negative"
"Karangazi",80,45,20,"No","Yes","No","No","Artificial insemination","No","No","Yes","No","Kept in the herd","No","Yes","cattle","Cross","Young Adult ","F","Negative"
"Karangazi",80,45,20,"No","Yes","No","No","Artificial insemination","No","No","Yes","No","Kept in the herd","No","Yes","sheep","Local","Adult","F","Negative"
"Karangazi",80,45,20,"No","Yes","No","No","Artificial insemination","No","No","Yes","No","Kept in the herd","No","Yes","goat","Local","Adult","F","Positive"
"Karangazi",80,45,20,"No","Yes","No","No","Artificial insemination","No","No","Yes","No","Kept in the herd","No","Yes","goat","Local","Adult","F","Negative"
"Karangazi",80,45,20,"No","Yes","No","No","Artificial insemination","No","No","Yes","No","Kept in the herd","No","Yes","sheep","Local","Young Adult ","M","Negative"
"Karangazi",20,0,32,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","Yes","Kept in the herd","No","Yes","goat","Cross","Adult","M","Negative"
"Karangazi",20,0,32,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","Yes","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Positive"
"Karangazi",20,0,32,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","Yes","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Positive"
"Karangazi",20,0,32,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","Yes","Kept in the herd","No","Yes","goat","Cross","Adult","F","Negative"
"Karangazi",20,0,32,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","Yes","Kept in the herd","No","Yes","goat","Cross","Adult","F","Negative"
"Karangazi",20,0,32,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","Yes","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Positive"
"Karangazi",20,0,32,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","Yes","Kept in the herd","No","Yes","goat","Cross","Adult","F","Negative"
"Karangazi",20,0,32,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","Yes","Kept in the herd","No","Yes","goat","Cross","Adult","F","Negative"
"Karangazi",20,0,32,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","Yes","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Positive"
"Karangazi",20,0,32,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","Yes","Kept in the herd","No","Yes","cattle","Cross","Adult","M","Positive"
"Karangazi",20,0,32,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","Yes","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Positive"
"Karangazi",20,0,32,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","Yes","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Positive"
"Karangazi",20,0,32,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","Yes","Kept in the herd","No","Yes","cattle","Cross","Adult","M","Positive"
"Karangazi",20,0,32,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","Yes","Kept in the herd","No","Yes","goat","Cross","Adult","F","Negative"
"Karangazi",20,0,32,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","Yes","Kept in the herd","No","Yes","goat","Cross","Adult","F","Negative"
"Karangazi",31,6,0,"No","Yes","No","No","Natural (using bulls)","No","No","No","Yes","Kept in the herd","No","Yes","sheep","Local","Adult","F","Negative"
"Karangazi",31,6,0,"No","Yes","No","No","Natural (using bulls)","No","No","No","Yes","Kept in the herd","No","Yes","sheep","Local","Adult","M","Negative"
"Karangazi",31,6,0,"No","Yes","No","No","Natural (using bulls)","No","No","No","Yes","Kept in the herd","No","Yes","sheep","Local","Young Adult ","F","Negative"
"Karangazi",31,6,0,"No","Yes","No","No","Natural (using bulls)","No","No","No","Yes","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Positive"
"Karangazi",31,6,0,"No","Yes","No","No","Natural (using bulls)","No","No","No","Yes","Kept in the herd","No","Yes","cattle","Cross","Adult","M","Negative"
"Karangazi",31,6,0,"No","Yes","No","No","Natural (using bulls)","No","No","No","Yes","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",31,6,0,"No","Yes","No","No","Natural (using bulls)","No","No","No","Yes","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",31,6,0,"No","Yes","No","No","Natural (using bulls)","No","No","No","Yes","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",31,6,0,"No","Yes","No","No","Natural (using bulls)","No","No","No","Yes","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",31,6,0,"No","Yes","No","No","Natural (using bulls)","No","No","No","Yes","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",31,6,0,"No","Yes","No","No","Natural (using bulls)","No","No","No","Yes","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",31,6,0,"No","Yes","No","No","Natural (using bulls)","No","No","No","Yes","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",31,6,0,"No","Yes","No","No","Natural (using bulls)","No","No","No","Yes","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",31,6,0,"No","Yes","No","No","Natural (using bulls)","No","No","No","Yes","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",31,6,0,"No","Yes","No","No","Natural (using bulls)","No","No","No","Yes","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",31,6,0,"No","Yes","No","No","Natural (using bulls)","No","No","No","Yes","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",31,6,0,"No","Yes","No","No","Natural (using bulls)","No","No","No","Yes","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",31,6,0,"No","Yes","No","No","Natural (using bulls)","No","No","No","Yes","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",31,6,0,"No","Yes","No","No","Natural (using bulls)","No","No","No","Yes","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",31,6,0,"No","Yes","No","No","Natural (using bulls)","No","No","No","Yes","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",31,6,0,"No","Yes","No","No","Natural (using bulls)","No","No","No","Yes","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",31,6,0,"No","Yes","No","No","Natural (using bulls)","No","No","No","Yes","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Karangazi",31,6,0,"No","Yes","No","No","Natural (using bulls)","No","No","No","Yes","Kept in the herd","No","Yes","sheep","Local","Adult","F","Negative"
"Karangazi",31,6,0,"No","Yes","No","No","Natural (using bulls)","No","No","No","Yes","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","goat","Local","Adult","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","goat","Local","Adult","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","goat","Local","Adult","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","goat","Local","Adult","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","goat","Local","Adult","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","goat","Local","Adult","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","goat","Local","Adult","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","goat","Local","Adult","M","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","goat","Local","Adult","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","goat","Local","Adult","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","goat","Local","Adult","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","goat","Local","Adult","M","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","goat","Local","Adult","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","goat","Local","Adult","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","goat","Local","Adult","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Cross","Young","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Cross","Young","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Cross","Young","M","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Cross","Young","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Cross","Young","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Cross","Young","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Exotic","Adult","M","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Exotic","Adult","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Exotic","Adult","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Exotic","Adult","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","goat","Local","Young","M","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","goat","Local","Young","M","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","goat","Local","Young","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","goat","Local","Young","M","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","goat","Local","Young","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Positive"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Cross","Young","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Positive"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","M","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Positive"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Positive"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Cross","Young","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Cross","Young","M","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Cross","Young","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Positive"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Positive"
"Rwempasha",49,0,28,"No","Yes","No","Yes","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","Yes","cattle","Cross","Young","F","Negative"
"Rwempasha",24,0,0,"No","Yes","No","No","Artificial insemination","Yes","Yes","No","No","Kept in the herd","No","No","cattle","Exotic","Adult","F","Negative"
"Rwempasha",24,0,0,"No","Yes","No","No","Artificial insemination","Yes","Yes","No","No","Kept in the herd","No","No","cattle","Exotic","Adult","F","Negative"
"Rwempasha",24,0,0,"No","Yes","No","No","Artificial insemination","Yes","Yes","No","No","Kept in the herd","No","No","cattle","Exotic","Adult","F","Negative"
"Rwempasha",24,0,0,"No","Yes","No","No","Artificial insemination","Yes","Yes","No","No","Kept in the herd","No","No","cattle","Exotic","Adult","F","Negative"
"Rwempasha",24,0,0,"No","Yes","No","No","Artificial insemination","Yes","Yes","No","No","Kept in the herd","No","No","cattle","Exotic","Adult","F","Negative"
"Rwempasha",24,0,0,"No","Yes","No","No","Artificial insemination","Yes","Yes","No","No","Kept in the herd","No","No","cattle","Exotic","Adult","F","Negative"
"Rwempasha",24,0,0,"No","Yes","No","No","Artificial insemination","Yes","Yes","No","No","Kept in the herd","No","No","cattle","Exotic","Adult","F","Negative"
"Rwempasha",24,0,0,"No","Yes","No","No","Artificial insemination","Yes","Yes","No","No","Kept in the herd","No","No","cattle","Exotic","Adult","F","Negative"
"Rwempasha",24,0,0,"No","Yes","No","No","Artificial insemination","Yes","Yes","No","No","Kept in the herd","No","No","cattle","Exotic","Adult","F","Negative"
"Rwempasha",24,0,0,"No","Yes","No","No","Artificial insemination","Yes","Yes","No","No","Kept in the herd","No","No","cattle","Exotic","Adult","F","Negative"
"Rwempasha",24,0,0,"No","Yes","No","No","Artificial insemination","Yes","Yes","No","No","Kept in the herd","No","No","cattle","Exotic","Adult","F","Negative"
"Rwempasha",24,0,0,"No","Yes","No","No","Artificial insemination","Yes","Yes","No","No","Kept in the herd","No","No","cattle","Exotic","Adult","F","Negative"
"Rwempasha",24,0,0,"No","Yes","No","No","Artificial insemination","Yes","Yes","No","No","Kept in the herd","No","No","cattle","Exotic","Adult","F","Negative"
"Rwempasha",24,0,0,"No","Yes","No","No","Artificial insemination","Yes","Yes","No","No","Kept in the herd","No","No","cattle","Exotic","Adult","F","Negative"
"Rwempasha",24,0,0,"No","Yes","No","No","Artificial insemination","Yes","Yes","No","No","Kept in the herd","No","No","cattle","Exotic","Adult","F","Negative"
"Rwempasha",24,0,0,"No","Yes","No","No","Artificial insemination","Yes","Yes","No","No","Kept in the herd","No","No","cattle","Exotic","Adult","F","Negative"
"Rwempasha",24,0,0,"No","Yes","No","No","Artificial insemination","Yes","Yes","No","No","Kept in the herd","No","No","cattle","Exotic","Adult","F","Negative"
"Rwempasha",24,0,0,"No","Yes","No","No","Artificial insemination","Yes","Yes","No","No","Kept in the herd","No","No","cattle","Cross","Adult","F","Negative"
"Rwempasha",24,0,0,"No","Yes","No","No","Artificial insemination","Yes","Yes","No","No","Kept in the herd","No","No","cattle","Cross","Adult","F","Negative"
"Rwempasha",50,1,10,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Exotic","Adult","F","Negative"
"Rwempasha",50,1,10,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",50,1,10,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",50,1,10,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",50,1,10,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Exotic","Adult","F","Negative"
"Rwempasha",50,1,10,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",50,1,10,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",50,1,10,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",50,1,10,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","goat","Local","Young","F","Negative"
"Rwempasha",50,1,10,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","goat","Local","Adult","F","Negative"
"Rwempasha",50,1,10,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","goat","Local","Adult","F","Negative"
"Rwempasha",50,1,10,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","goat","Local","Young","M","Negative"
"Rwempasha",50,1,10,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","goat","Local","Young","M","Negative"
"Rwempasha",50,1,10,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","goat","Local","Young","F","Negative"
"Rwempasha",50,1,10,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","goat","Local","Young","F","Negative"
"Rwempasha",50,1,10,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","goat","Local","Young","F","Negative"
"Rwempasha",50,1,10,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","goat","Local","Young","F","Negative"
"Rwempasha",50,1,10,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
